@timestamp,latency_ms,billed_ms,memory_size_mb,memory_used_mb,cold_start_ms
2026-08-05 17:00:45.801,161.97,5719,3008,537,5556.59
2026-08-05 16:59:11.851,135.20,5348,3008,537,5212.78
2026-08-05 16:57:15.849,120.19,4894,3008,537,4773.37
2026-08-05 16:55:14.224,118.33,4794,3008,537,4674.79
2026-08-05 16:51:13.779,212.34,6473,3008,537,6260.60
