@timestamp,latency_ms,billed_ms,memory_size_mb,memory_used_mb,cold_start_ms
2026-08-05 14:38:21.592,136.72,4729,2048,537,4591.43
2026-08-05 14:37:03.321,143.37,5112,2048,537,4968.42
2026-08-05 14:35:44.118,144.06,5307,2048,537,5161.99
2026-08-05 14:34:12.581,132.73,4800,2048,537,4666.77
2026-08-05 14:27:58.528,144.97,5412,2048,537,5266.11
