@timestamp,latency_ms,billed_ms,memory_size_mb,memory_used_mb,cold_start_ms
2026-08-05 17:09:33.036,254.59,4666,1024,537,4410.84
2026-08-05 17:01:52.516,255.95,4753,1024,537,4496.08
2026-08-05 16:58:41.715,254.57,4900,1024,537,4644.85
2026-08-05 16:56:10.316,283.65,5323,1024,537,5038.59
2026-08-05 16:54:35.053,304.59,5070,1024,537,4764.95
